date,1. open,2. high,3. low,4. close,5. volume
2020-08-19 11:58:00,490.62,491.0398,490.62,490.9684,3899.0
2020-08-19 11:57:00,490.7347,490.86,490.57,490.67,6506.0
2020-08-19 11:56:00,490.79,491.04,490.79,490.83,3978.0
2020-08-19 11:55:00,490.64,490.925,490.64,490.6826,4664.0
2020-08-19 11:54:00,490.5,490.7096,490.5,490.5776,9458.0
2020-08-19 11:53:00,490.455,490.5131,490.335,490.48,2589.0
2020-08-19 11:52:00,490.36,490.5799,490.2801,490.34,5542.0
2020-08-19 11:51:00,490.31,490.445,490.31,490.31,5429.0
2020-08-19 11:50:00,490.265,490.35,490.24,490.24,2142.0
2020-08-19 11:49:00,489.94,490.35,489.9,490.25,12897.0
2020-08-19 11:48:00,489.67,490.0,489.67,489.901,4362.0
2020-08-19 11:47:00,489.8,489.8,489.4955,489.62,2778.0
2020-08-19 11:46:00,489.725,489.81,489.63,489.7743,2564.0
2020-08-19 11:45:00,489.68,489.8999,489.68,489.8,3083.0
2020-08-19 11:44:00,489.74,489.9526,489.74,489.78,5014.0
2020-08-19 11:43:00,489.615,489.74,489.55,489.7092,2324.0
2020-08-19 11:42:00,489.35,489.66,489.18,489.66,6573.0
2020-08-19 11:41:00,489.21,489.3337,489.0906,489.29,3460.0
2020-08-19 11:40:00,489.21,489.21,488.97,489.17,3958.0
2020-08-19 11:39:00,489.17,489.3059,489.07,489.19,4134.0
2020-08-19 11:38:00,489.31,489.485,489.23,489.4,6179.0
2020-08-19 11:37:00,489.2,489.2,489.04,489.18,1196.0
2020-08-19 11:35:00,489.36,489.41,489.23,489.23,2401.0
2020-08-19 11:34:00,489.44,489.53,489.33,489.48,54438.0
2020-08-19 11:33:00,488.935,489.5,488.75,489.4382,4476.0
2020-08-19 11:32:00,488.989,489.175,488.8944,489.03,2407.0
2020-08-19 11:31:00,488.655,489.07,488.655,489.07,3633.0
2020-08-19 11:30:00,488.52,488.68,488.45,488.68,3671.0
2020-08-19 11:29:00,488.43,488.61,488.35,488.61,5090.0
2020-08-19 11:28:00,488.715,488.766,488.44,488.47,4718.0
2020-08-19 11:27:00,488.79,488.91,488.65,488.6957,3640.0
2020-08-19 11:26:00,488.69,489.2,488.69,488.88,2080.0
2020-08-19 11:25:00,488.92,489.08,488.78,489.0227,4760.0
2020-08-19 11:24:00,488.96,488.97,488.61,488.92,5263.0
2020-08-19 11:23:00,489.32,489.32,488.89,489.08,2840.0
2020-08-19 11:22:00,489.13,489.2683,489.123,489.123,1395.0
2020-08-19 11:21:00,489.6899,489.6899,489.02,489.125,3818.0
2020-08-19 11:20:00,489.3299,489.49,489.295,489.44,1812.0
2020-08-19 11:19:00,489.6,489.6,489.315,489.46,2119.0
2020-08-19 11:18:00,489.605,489.605,489.01,489.455,2787.0
2020-08-19 11:17:00,489.52,489.68,489.32,489.54,2624.0
2020-08-19 11:16:00,489.15,489.5,489.09,489.5,4291.0
2020-08-19 11:15:00,489.39,489.39,488.98,489.18,4700.0
2020-08-19 11:14:00,489.59,489.78,489.37,489.37,7374.0
2020-08-19 11:13:00,489.305,489.74,489.2696,489.56,11429.0
2020-08-19 11:12:00,488.75,489.38,488.73,489.38,6841.0
2020-08-19 11:11:00,489.0687,489.14,488.83,488.97,3668.0
2020-08-19 11:10:00,488.9713,489.11,488.91,489.11,3673.0
2020-08-19 11:09:00,489.37,489.39,489.02,489.17,3136.0
2020-08-19 11:08:00,489.31,489.52,489.2053,489.28,7739.0
2020-08-19 11:07:00,489.155,489.4661,489.1201,489.325,18711.0
2020-08-19 11:06:00,488.65,489.21,488.625,489.21,4855.0
2020-08-19 11:05:00,488.2,488.97,488.2,488.68,9734.0
